"Cyst_ID","Old_ID","New_ID","Genotype","MStage","c3G_continuous","c3G_discontinuous","c3G_foci","Notes","Normalized_H2Av","Slice_Count","C3G_Germarium_Image","C3G_Slice_Count","C3G_Total_Area","C3G_Total_IntDen","Normalized_C3G","C3G_ROIFolder","Region","Cyst_ID_clean","Group","Germarium_Image","ROIFolder","SC_morphology","Slice_Count_mask","Total_MaskedPixelCount","Total_MaskedArea","Total_MaskedIntDen","Normalized_H2Av_masked"
"WT22_C3_16cc","Raw_yWT_imagesforQuant.lif - WT23_22_C3_C4_AllCysts.csv","image_023.tif","WT","16cc",1,0,0,"Several full SCs and one incomplete",338.0655,23,"Raw_yWT_imagesforQuant.lif - WT23_C4.tif",23,853.0588,279728.3977,327.9122,22,"2b","WT22_C3_16cc","WT","image_023_masked.tif",22,"continuous",23,29709,101.5948,14945471,503.0621
"WT22_C4_16cc","Raw_yWT_imagesforQuant.lif - WT23_22_C3_C4_AllCysts.csv","image_023.tif","WT","16cc",1,0,0,"Several full SCs",364.7976,15,"Raw_yWT_imagesforQuant.lif - WT23_C4.tif",15,793.7482,288785.6177,363.8252,22,"2a","WT22_C4_16cc","WT","image_023_masked.tif",22,"continuous",15,35409,121.0868,20987321,592.7115
"WT22_C5_16cc","Raw_yWT_imagesforQuant.lif - WT23_22_C3_C4_AllCysts.csv","image_023.tif","WT","16cc",1,1,0,"Incomplete SC + foci",232.0919,22,"Raw_yWT_imagesforQuant.lif - WT23_C4.tif",22,866.2451,228528.7979,263.8154,22,"2b","WT22_C5_16cc","WT","image_023_masked.tif",22,"continuous",22,25982,88.8497,8148053,313.6038
"WT22_C6_16cc","Raw_yWT_imagesforQuant.lif - WT23_22_C3_C4_AllCysts.csv","image_023.tif","WT","16cc",1,1,0,"Several full, some incomplete, and one foci",216.5345,20,"Raw_yWT_imagesforQuant.lif - WT23_C4.tif",20,880.211,279602.814,317.6543,22,"2b","WT22_C6_16cc","WT","image_023_masked.tif",22,"continuous",20,28046,95.9079,8404882,299.682
"WT22_CB1_CB","Raw_yWT_imagesforQuant.lif - WT23_22_C3_C4_AllCysts.csv","image_023.tif","WT","CB",0,0,0,"No foci",122.5727,16,"Raw_yWT_imagesforQuant.lif - WT23_C4.tif",16,164.3353,20934.6633,127.3899,22,NA,"WT22_CB1_CB","WT","image_023_masked.tif",22,"none",NA,NA,NA,NA,NA
"WT22_CB2_CB","Raw_yWT_imagesforQuant.lif - WT23_22_C3_C4_AllCysts.csv","image_023.tif","WT","CB",0,0,0,"No foci",130.5974,12,"Raw_yWT_imagesforQuant.lif - WT23_C4.tif",12,125.782,18083.2424,143.7665,22,NA,"WT22_CB2_CB","WT","image_023_masked.tif",22,"none",NA,NA,NA,NA,NA
"WT22_GSC1_GSC","Raw_yWT_imagesforQuant.lif - WT23_22_C3_C4_AllCysts.csv","image_023.tif","WT","GSC",0,0,0,"Several foci",154.4005,12,"Raw_yWT_imagesforQuant.lif - WT23_C4.tif",12,193.6179,29195.6045,150.7898,22,NA,"WT22_GSC1_GSC","WT","image_023_masked.tif",22,"none",NA,NA,NA,NA,NA
"WT22_GSC2_GSC","Raw_yWT_imagesforQuant.lif - WT23_22_C3_C4_AllCysts.csv","image_023.tif","WT","GSC",0,0,0,"Several foci - not very prominent",135.3783,10,"Raw_yWT_imagesforQuant.lif - WT23_C4.tif",10,164.2909,21784.8052,132.599,22,NA,"WT22_GSC2_GSC","WT","image_023_masked.tif",22,"none",NA,NA,NA,NA,NA
"WT21_C1_2cc","Raw_yWT_imagesforQuant.lif - WT22_21_C3_C4_AllCysts.csv","image_022.tif","WT","2cc",0,0,0,"Several foci",168.31,18,"Raw_yWT_imagesforQuant.lif - WT22_C4.tif",18,219.7918,33112.7607,150.6551,21,NA,"WT21_C1_2cc","WT","image_022_masked.tif",21,"none",NA,NA,NA,NA,NA
"WT21_C2_4cc","Raw_yWT_imagesforQuant.lif - WT22_21_C3_C4_AllCysts.csv","image_022.tif","WT","4cc",0,0,1,"Several foci",172.6296,17,"Raw_yWT_imagesforQuant.lif - WT22_C4.tif",17,394.5714,62039.8116,157.2334,21,NA,"WT21_C2_4cc","WT","image_022_masked.tif",21,"foci",NA,NA,NA,NA,NA
"WT21_C3_8cc","Raw_yWT_imagesforQuant.lif - WT22_21_C3_C4_AllCysts.csv","image_022.tif","WT","8cc",0,0,1,"Several foci",145.2273,18,"Raw_yWT_imagesforQuant.lif - WT22_C4.tif",18,617.3885,87936.2759,142.4326,21,NA,"WT21_C3_8cc","WT","image_022_masked.tif",21,"foci",NA,NA,NA,NA,NA
"WT21_C4_16cc","Raw_yWT_imagesforQuant.lif - WT22_21_C3_C4_AllCysts.csv","image_022.tif","WT","16cc",1,0,0,"Several full SCs, some incomplete, and some foci",215.2233,31,"Raw_yWT_imagesforQuant.lif - WT22_C4.tif",31,1244.6545,323563.2009,259.9623,21,"2b","WT21_C4_16cc","WT","image_022_masked.tif",21,"continuous",31,54754,187.5932,23576830,430.5956
"WT21_C5_16cc","Raw_yWT_imagesforQuant.lif - WT22_21_C3_C4_AllCysts.csv","image_022.tif","WT","16cc",1,0,0,"Several full SCs, some incomplete, and some foci",196.6264,35,"Raw_yWT_imagesforQuant.lif - WT22_C4.tif",35,1086.5772,224202.2996,206.3381,21,"3","WT21_C5_16cc","WT","image_022_masked.tif",21,"continuous",35,33846,115.9601,8582296,253.569
"WT21_CB1_CB","Raw_yWT_imagesforQuant.lif - WT22_21_C3_C4_AllCysts.csv","image_022.tif","WT","CB",0,0,0,"Several foci",159.0374,11,"Raw_yWT_imagesforQuant.lif - WT22_C4.tif",11,108.0424,15688.6288,145.2081,21,NA,"WT21_CB1_CB","WT","image_022_masked.tif",21,"none",NA,NA,NA,NA,NA
"WT21_GSC1_GSC","Raw_yWT_imagesforQuant.lif - WT22_21_C3_C4_AllCysts.csv","image_022.tif","WT","GSC",0,0,0,"Several foci",158.5953,13,"Raw_yWT_imagesforQuant.lif - WT22_C4.tif",13,252.1446,32578.7774,129.2067,21,NA,"WT21_GSC1_GSC","WT","image_022_masked.tif",21,"none",NA,NA,NA,NA,NA
"WT21_GSC2_GSC","Raw_yWT_imagesforQuant.lif - WT22_21_C3_C4_AllCysts.csv","image_022.tif","WT","GSC",0,0,0,"No foci",149.966,13,"Raw_yWT_imagesforQuant.lif - WT22_C4.tif",13,208.8968,28534.9702,136.5984,21,NA,"WT21_GSC2_GSC","WT","image_022_masked.tif",21,"none",NA,NA,NA,NA,NA
"Wt20_C1_4cc","Raw_yWT_imagesforQuant.lif - WT21_20_C3_C4_AllCysts.csv","image_021.tif","WT","4cc",0,0,0,"One foci - not very prominent",198.4422,17,"Raw_yWT_imagesforQuant.lif - WT21_C4.tif",17,364.7399,87884.9228,240.9523,20,NA,"WT20_C1_4cc","WT","image_021_masked.tif",20,"none",NA,NA,NA,NA,NA
"WT20_C2_8cc","Raw_yWT_imagesforQuant.lif - WT21_20_C3_C4_AllCysts.csv","image_021.tif","WT","8cc",0,0,0,"Several foci",173.5412,15,"Raw_yWT_imagesforQuant.lif - WT21_C4.tif",15,461.2448,101543.4297,220.1509,20,NA,"WT20_C2_8cc","WT","image_021_masked.tif",20,"none",NA,NA,NA,NA,NA
"WT20_C3_8cc","Raw_yWT_imagesforQuant.lif - WT21_20_C3_C4_AllCysts.csv","image_021.tif","WT","8cc",0,0,0,"Several foci - not very prominent",204.5787,21,"Raw_yWT_imagesforQuant.lif - WT21_C4.tif",21,486.3725,116657.1786,239.8515,20,NA,"WT20_C3_8cc","WT","image_021_masked.tif",20,"none",NA,NA,NA,NA,NA
"WT20_C4_8cc","Raw_yWT_imagesforQuant.lif - WT21_20_C3_C4_AllCysts.csv","image_021.tif","WT","8cc",0,0,0,"Several foci",207.159,17,"Raw_yWT_imagesforQuant.lif - WT21_C4.tif",17,499.0256,121239.2876,242.952,20,NA,"WT20_C4_8cc","WT","image_021_masked.tif",20,"none",NA,NA,NA,NA,NA
"WT20_C5_16cc","Raw_yWT_imagesforQuant.lif - WT21_20_C3_C4_AllCysts.csv","image_021.tif","WT","16cc",1,0,0,"Several full SCs, some incomplete, and some foci",354.8135,26,"Raw_yWT_imagesforQuant.lif - WT21_C4.tif",26,824.9995,392035.5814,475.195,20,"2a","WT20_C5_16cc","WT","image_021_masked.tif",20,"continuous",26,41456,142.308,22740123,548.5364
"WT20_C6_16cc","Raw_yWT_imagesforQuant.lif - WT21_20_C3_C4_AllCysts.csv","image_021.tif","WT","16cc",1,0,0,"Several full SCs, some foci",234.8684,23,"Raw_yWT_imagesforQuant.lif - WT21_C4.tif",23,683.4432,299348.1843,438.0001,20,"2a","WT20_C6_16cc","WT","image_021_masked.tif",20,"continuous",23,51115,175.465,23263632,455.1234
"WT20_C7_16cc","Raw_yWT_imagesforQuant.lif - WT21_20_C3_C4_AllCysts.csv","image_021.tif","WT","16cc",1,0,0,"Several full SCs, some incomplete, and some foci",204.0572,22,"Raw_yWT_imagesforQuant.lif - WT21_C4.tif",22,670.0761,240172.3171,358.4255,20,"2b","WT20_C7_16cc","WT","image_021_masked.tif",20,"continuous",22,48922,167.937,18615329,380.5104
"WT20_CB1_CB","Raw_yWT_imagesforQuant.lif - WT21_20_C3_C4_AllCysts.csv","image_021.tif","WT","CB",0,0,1,"Several foci",217.2421,10,"Raw_yWT_imagesforQuant.lif - WT21_C4.tif",10,130.7088,36994.6716,283.0313,20,NA,"WT20_CB1_CB","WT","image_021_masked.tif",20,"foci",NA,NA,NA,NA,NA
"WT20_GSC1_GSC","Raw_yWT_imagesforQuant.lif - WT21_20_C3_C4_AllCysts.csv","image_021.tif","WT","GSC",0,0,1,"Several foci",199.2386,10,"Raw_yWT_imagesforQuant.lif - WT21_C4.tif",10,78.6306,22748.4643,289.3082,20,NA,"WT20_GSC1_GSC","WT","image_021_masked.tif",20,"foci",NA,NA,NA,NA,NA
"WT20_GSC2_GSC","Raw_yWT_imagesforQuant.lif - WT21_20_C3_C4_AllCysts.csv","image_021.tif","WT","GSC",0,0,0,"Several foci",183.2393,12,"Raw_yWT_imagesforQuant.lif - WT21_C4.tif",12,234.4499,60022.7265,256.0152,20,NA,"WT20_GSC2_GSC","WT","image_021_masked.tif",20,"none",NA,NA,NA,NA,NA
"WT20_GSC3_GSC","Raw_yWT_imagesforQuant.lif - WT21_20_C3_C4_AllCysts.csv","image_021.tif","WT","GSC",0,0,0,"Several foci",193.8493,11,"Raw_yWT_imagesforQuant.lif - WT21_C4.tif",11,169.8421,39546.8519,232.8448,20,NA,"WT20_GSC3_GSC","WT","image_021_masked.tif",20,"none",NA,NA,NA,NA,NA
"WT20_GSC4_GSC","Raw_yWT_imagesforQuant.lif - WT21_20_C3_C4_AllCysts.csv","image_021.tif","WT","GSC",0,0,0,"No foci",171.9989,14,"Raw_yWT_imagesforQuant.lif - WT21_C4.tif",14,156.5471,36071.729,230.4209,20,NA,"WT20_GSC4_GSC","WT","image_021_masked.tif",20,"none",NA,NA,NA,NA,NA
"WT19_C1_4cc","Raw_yWT_imagesforQuant.lif - WT20_19_C3_C4_AllCysts.csv","image_020.tif","WT","4cc",0,0,1,"No foci",190.4202,16,"Raw_yWT_imagesforQuant.lif - WT20_C4.tif",16,388.0334,80126.3897,206.4936,19,NA,"WT19_C1_4cc","WT","image_020_masked.tif",19,"foci",NA,NA,NA,NA,NA
"WT19_C2_16cc","Raw_yWT_imagesforQuant.lif - WT20_19_C3_C4_AllCysts.csv","image_020.tif","WT","16cc",1,1,1,"Several full SCs, some incomplete, and some foci",180.8988,26,"Raw_yWT_imagesforQuant.lif - WT20_C4.tif",26,658.8512,221498.6612,336.1892,19,"2a","WT19_C2_16cc","WT","image_020_masked.tif",19,"continuous",26,25675,87.8201,5612662,218.6042
"WT19_C3_16cc","Raw_yWT_imagesforQuant.lif - WT20_19_C3_C4_AllCysts.csv","image_020.tif","WT","16cc",1,0,0,"Several full SCs, some foci",401.8595,25,"Raw_yWT_imagesforQuant.lif - WT20_C4.tif",25,928.79,355768.877,383.0455,19,"2a","WT19_C3_16cc","WT","image_020_masked.tif",19,"continuous",25,53663,183.5518,34441775,641.8161
"WT19_C4_16cc","Raw_yWT_imagesforQuant.lif - WT20_19_C3_C4_AllCysts.csv","image_020.tif","WT","16cc",1,0,0,"Several full SCs, some incomplete,",330.1436,27,"Raw_yWT_imagesforQuant.lif - WT20_C4.tif",27,819.5783,331538.1467,404.5228,19,"2b","WT19_C4_16cc","WT","image_020_masked.tif",19,"continuous",27,64105,219.2682,37076183,578.3665
"WT19_C5_16cc","Raw_yWT_imagesforQuant.lif - WT20_19_C3_C4_AllCysts.csv","image_020.tif","WT","16cc",0,1,1,"Several full SCs, some foci",236.6003,18,"Raw_yWT_imagesforQuant.lif - WT20_C4.tif",18,848.7993,241668.6082,284.7182,19,"3","WT19_C5_16cc","WT","image_020_masked.tif",19,"discontinuous",18,32778,112.1156,11139932,339.86
"WT19_GSC1_GSC","Raw_yWT_imagesforQuant.lif - WT20_19_C3_C4_AllCysts.csv","image_020.tif","WT","GSC",0,0,0,"Several foci",230.5982,13,"Raw_yWT_imagesforQuant.lif - WT20_C4.tif",13,301.6601,63355.9837,210.0244,19,NA,"WT19_GSC1_GSC","WT","image_020_masked.tif",19,"none",NA,NA,NA,NA,NA
"WT19_GSC2_GSC","Raw_yWT_imagesforQuant.lif - WT20_19_C3_C4_AllCysts.csv","image_020.tif","WT","GSC",0,0,0,"Several foci",156.2278,11,"Raw_yWT_imagesforQuant.lif - WT20_C4.tif",11,226.9984,48245.7017,212.5376,19,NA,"WT19_GSC2_GSC","WT","image_020_masked.tif",19,"none",NA,NA,NA,NA,NA
"WT18_C1_2cc","Raw_yWT_imagesforQuant.lif - WT18_18_C3_C4_AllCysts.csv","image_019.tif","WT","2cc",0,0,0,"No foci",162.0891,13,"Raw_yWT_imagesforQuant.lif - WT18_C4.tif",13,395.3652,66470.0942,168.1233,18,NA,"WT18_C1_2cc","WT","image_019_masked.tif",18,"none",NA,NA,NA,NA,NA
"WT18_C2_4cc","Raw_yWT_imagesforQuant.lif - WT18_18_C3_C4_AllCysts.csv","image_019.tif","WT","4cc",0,0,0,"No foci",143.9127,13,"Raw_yWT_imagesforQuant.lif - WT18_C4.tif",13,317.3708,49500.6614,155.9711,18,NA,"WT18_C2_4cc","WT","image_019_masked.tif",18,"none",NA,NA,NA,NA,NA
"WT18_C3_16cc","Raw_yWT_imagesforQuant.lif - WT18_18_C3_C4_AllCysts.csv","image_019.tif","WT","16cc",1,0,0,"Continuous, loaded (Wow)",345.8117,13,"Raw_yWT_imagesforQuant.lif - WT18_C4.tif",13,1013.6938,405809.2656,400.3273,18,"2a","WT18_C3_16cc","WT","image_019_masked.tif",18,"continuous",13,86813,298.9638,52083723,599.953
"WT18_C4_16cc","Raw_yWT_imagesforQuant.lif - WT18_18_C3_C4_AllCysts.csv","image_019.tif","WT","16cc",1,0,0,"Continuous, discontinuous, loaded",355.288,23,"Raw_yWT_imagesforQuant.lif - WT18_C4.tif",23,1352.4814,502572.6454,371.593,18,"2a","WT18_C4_16cc","WT","image_019_masked.tif",18,"continuous",23,93571,322.2368,50276324,537.3067
"WT18_C5_16cc","Raw_yWT_imagesforQuant.lif - WT18_18_C3_C4_AllCysts.csv","image_019.tif","WT","16cc",1,0,0,"Continuous, discontinuous, loaded",208.1523,22,"Raw_yWT_imagesforQuant.lif - WT18_C4.tif",22,1182.497,356677.3732,301.6307,18,"2b","WT18_C5_16cc","WT","image_019_masked.tif",18,"continuous",22,90842,312.8388,38955927,428.8317
"WT18_C6_16cc","Raw_yWT_imagesforQuant.lif - WT18_18_C3_C4_AllCysts.csv","image_019.tif","WT","16cc",0,1,0,"Discontinous, loaded",197.8192,22,"Raw_yWT_imagesforQuant.lif - WT18_C4.tif",22,1593.5589,327031.7811,205.221,18,"3","WT18_C6_16cc","WT","image_019_masked.tif",18,"discontinuous",22,24271,83.5837,4710238,194.0686
"WT18_GSC1","Raw_yWT_imagesforQuant.lif - WT18_18_C3_C4_AllCysts.csv","image_019.tif","WT","GSC",0,0,0,"Foci",176.1949,7,"Raw_yWT_imagesforQuant.lif - WT18_C4.tif",7,223.2905,39905.4728,178.7155,18,NA,"WT18_GSC1","WT","image_019_masked.tif",18,"none",NA,NA,NA,NA,NA
"WT18_GSC2","Raw_yWT_imagesforQuant.lif - WT18_18_C3_C4_AllCysts.csv","image_019.tif","WT","GSC",0,0,0,"No foci",129.0875,11,"Raw_yWT_imagesforQuant.lif - WT18_C4.tif",11,352.1046,47615.5565,135.2313,18,NA,"WT18_GSC2","WT","image_019_masked.tif",18,"none",NA,NA,NA,NA,NA
"WT16_C1_2cc","Raw_yWT_imagesforQuant.lif - WT16_16_C3_C4_AllCysts.csv","image_017.tif","WT","2cc",0,0,0,"No foci",207.2323,18,"Raw_yWT_imagesforQuant.lif - WT16_C4.tif",18,311.5995,57910.5795,185.8494,16,NA,"WT16_C1_2cc","WT","image_017_masked.tif",16,"none",NA,NA,NA,NA,NA
"WT16_C2_4cc","Raw_yWT_imagesforQuant.lif - WT16_16_C3_C4_AllCysts.csv","image_017.tif","WT","4cc",0,0,1,"Foci",190.4951,20,"Raw_yWT_imagesforQuant.lif - WT16_C4.tif",20,522.182,90994.6475,174.2585,16,NA,"WT16_C2_4cc","WT","image_017_masked.tif",16,"foci",NA,NA,NA,NA,NA
"WT16_C3_2cc","Raw_yWT_imagesforQuant.lif - WT16_16_C3_C4_AllCysts.csv","image_017.tif","WT","2cc",0,0,0,"Foci",168.3306,8,"Raw_yWT_imagesforQuant.lif - WT16_C4.tif",8,113.4722,20134.0094,177.4357,16,NA,"WT16_C3_2cc","WT","image_017_masked.tif",16,"none",NA,NA,NA,NA,NA
"WT16_C4_16cc","Raw_yWT_imagesforQuant.lif - WT16_16_C3_C4_AllCysts.csv","image_017.tif","WT","16cc",1,1,1,"Continuous, discontinuous, loaded but blurry",184.706,24,"Raw_yWT_imagesforQuant.lif - WT16_C4.tif",24,1452.8494,481893.6961,331.6887,16,"2a","WT16_C4_16cc","WT","image_017_masked.tif",16,"continuous",24,41160,142.1684,6812425,165.5108
"WT16_C5_16cc","Raw_yWT_imagesforQuant.lif - WT16_16_C3_C4_AllCysts.csv","image_017.tif","WT","16cc",1,0,0,"Continuous, loaded",370.5321,32,"Raw_yWT_imagesforQuant.lif - WT16_C4.tif",32,1298.5919,408103.3813,314.2661,16,"2b","WT16_C5_16cc","WT","image_017_masked.tif",16,"continuous",32,41304,142.6657,28110195,680.5683
"WT16_C6_16cc","Raw_yWT_imagesforQuant.lif - WT16_16_C3_C4_AllCysts.csv","image_017.tif","WT","16cc",1,0,0,"Continuous, discontinuous, loaded but blurry",227.4314,20,"Raw_yWT_imagesforQuant.lif - WT16_C4.tif",20,1137.1085,268349.4131,235.9928,16,"3","WT16_C6_16cc","WT","image_017_masked.tif",16,"continuous",20,36760,126.9706,15065236,409.8269
"WT16_GSC1_GSC","Raw_yWT_imagesforQuant.lif - WT16_16_C3_C4_AllCysts.csv","image_017.tif","WT","GSC",0,0,1,"Foci",203.521,11,"Raw_yWT_imagesforQuant.lif - WT16_C4.tif",11,359.6383,73854.256,205.3571,16,NA,"WT16_GSC1_GSC","WT","image_017_masked.tif",16,"foci",NA,NA,NA,NA,NA
"WT15_C1_2cc","Raw_yWT_imagesforQuant.lif - WT15_15_C3_C4_AllCysts.csv","image_016.tif","WT","2cc",0,0,0,"No foci",213.1444,12,"Raw_yWT_imagesforQuant.lif - WT15_C4.tif",12,252.7436,47926.7325,189.6259,15,NA,"WT15_C1_2cc","WT","image_016_masked.tif",15,"none",NA,NA,NA,NA,NA
"WT15_C2_2cc","Raw_yWT_imagesforQuant.lif - WT15_15_C3_C4_AllCysts.csv","image_016.tif","WT","2cc",0,0,0,"Foci",232.2404,16,"Raw_yWT_imagesforQuant.lif - WT15_C4.tif",16,252.1554,54717.8992,217.0007,15,NA,"WT15_C2_2cc","WT","image_016_masked.tif",15,"none",NA,NA,NA,NA,NA
"WT15_C3_8cc","Raw_yWT_imagesforQuant.lif - WT15_15_C3_C4_AllCysts.csv","image_016.tif","WT","8cc",0,0,1,"Foci",202.3787,14,"Raw_yWT_imagesforQuant.lif - WT15_C4.tif",14,723.0456,144137.2069,199.3473,15,NA,"WT15_C3_8cc","WT","image_016_masked.tif",15,"foci",NA,NA,NA,NA,NA
"WT15_C4_16cc","Raw_yWT_imagesforQuant.lif - WT15_15_C3_C4_AllCysts.csv","image_016.tif","WT","16cc",1,1,0,"Discontinuous, loaded",283.2827,13,"Raw_yWT_imagesforQuant.lif - WT15_C4.tif",13,668.785,197997.2536,296.0551,15,"2a","WT15_C4_16cc","WT","image_016_masked.tif",15,"continuous",13,25249,86.8589,13289772,526.3484
"WT15_C5_16cc","Raw_yWT_imagesforQuant.lif - WT15_15_C3_C4_AllCysts.csv","image_016.tif","WT","16cc",0,1,0,"Discontinuous, loaded",233.7192,12,"Raw_yWT_imagesforQuant.lif - WT15_C4.tif",12,668.4926,191245.5585,286.0848,15,"2a","WT15_C5_16cc","WT","image_016_masked.tif",15,"discontinuous",12,8440,29.0344,2134343,252.8842
"WT15_C6_16cc","Raw_yWT_imagesforQuant.lif - WT15_15_C3_C4_AllCysts.csv","image_016.tif","WT","16cc",1,0,0,"Continuous, loaded",435.6661,28,"Raw_yWT_imagesforQuant.lif - WT15_C4.tif",28,1507.2011,504920.7109,335.0055,15,"2b","WT15_C6_16cc","WT","image_016_masked.tif",15,"continuous",28,68654,236.1761,47087521,685.8671
"WT15_C7_16cc","Raw_yWT_imagesforQuant.lif - WT15_15_C3_C4_AllCysts.csv","image_016.tif","WT","16cc",1,0,0,"Continuous, loaded",357.6983,16,"Raw_yWT_imagesforQuant.lif - WT15_C4.tif",16,1115.8148,371736.9906,333.1529,15,"2b","WT15_C7_16cc","WT","image_016_masked.tif",15,"continuous",16,59317,204.056,40750460,686.9946
"WT15_C8_16cc","Raw_yWT_imagesforQuant.lif - WT15_15_C3_C4_AllCysts.csv","image_016.tif","WT","16cc",0,0,0,"Continuous, discontinuous, loaded",240.9245,23,"Raw_yWT_imagesforQuant.lif - WT15_C4.tif",23,1258.1177,371430.5299,295.2272,15,"3","WT15_C8_16cc","WT","image_016_masked.tif",15,"none",23,32781,112.7697,9885484,301.5614
"WT15_GSC1","Raw_yWT_imagesforQuant.lif - WT15_15_C3_C4_AllCysts.csv","image_016.tif","WT","GSC",0,0,0,"No foci",198.4451,9,"Raw_yWT_imagesforQuant.lif - WT15_C4.tif",9,181.2998,27593.6362,152.1989,15,NA,"WT15_GSC1","WT","image_016_masked.tif",15,"none",NA,NA,NA,NA,NA
"WT15_GSC2","Raw_yWT_imagesforQuant.lif - WT15_15_C3_C4_AllCysts.csv","image_016.tif","WT","GSC",0,0,0,"No foci",222.1499,10,"Raw_yWT_imagesforQuant.lif - WT15_C4.tif",10,229.5471,46801.0653,203.8844,15,NA,"WT15_GSC2","WT","image_016_masked.tif",15,"none",NA,NA,NA,NA,NA
"WT15_GSC3","Raw_yWT_imagesforQuant.lif - WT15_15_C3_C4_AllCysts.csv","image_016.tif","WT","GSC",0,0,0,"No foci",186.7562,10,"Raw_yWT_imagesforQuant.lif - WT15_C4.tif",10,234.0846,37039.3438,158.2306,15,NA,"WT15_GSC3","WT","image_016_masked.tif",15,"none",NA,NA,NA,NA,NA
"WT13_C1_2cc","Raw_yWT_imagesforQuant.lif - WT13_13_C3_C4_AllCysts.csv","image_014.tif","WT","2cc",0,0,0,"No foci",133.3821,20,"Raw_yWT_imagesforQuant.lif - WT13_C4.tif",20,258.6251,35606.0192,137.6742,13,NA,"WT13_C1_2cc","WT","image_014_masked.tif",13,"none",NA,NA,NA,NA,NA
"WT13_C2_8cc","Raw_yWT_imagesforQuant.lif - WT13_13_C3_C4_AllCysts.csv","image_014.tif","WT","8cc",0,0,1,"Foci",180.9542,23,"Raw_yWT_imagesforQuant.lif - WT13_C4.tif",23,1430.2537,236950.6053,165.6703,13,NA,"WT13_C2_8cc","WT","image_014_masked.tif",13,"foci",NA,NA,NA,NA,NA
"WT13_C3_16cc","Raw_yWT_imagesforQuant.lif - WT13_13_C3_C4_AllCysts.csv","image_014.tif","WT","16cc",1,0,0,"Continuous, loaded",293.9168,23,"Raw_yWT_imagesforQuant.lif - WT13_C4.tif",23,1154.3451,357449.7257,309.6559,13,"2a","WT13_C3_16cc","WT","image_014_masked.tif",13,"continuous",23,61940,214.5798,27001544,435.9306
"WT13_C4_16cc","Raw_yWT_imagesforQuant.lif - WT13_13_C3_C4_AllCysts.csv","image_014.tif","WT","16cc",1,0,0,"Continuous, diffuse",254.5043,17,"Raw_yWT_imagesforQuant.lif - WT13_C4.tif",17,809.0947,269809.8922,333.4713,13,"2a","WT13_C4_16cc","WT","image_014_masked.tif",13,"continuous",17,32924,114.0592,12748650,387.2145
"WT13_C5_16cc","Raw_yWT_imagesforQuant.lif - WT13_13_C3_C4_AllCysts.csv","image_014.tif","WT","16cc",1,0,0,"Discontinous, loaded but blurry",198.194,32,"Raw_yWT_imagesforQuant.lif - WT13_C4.tif",32,1221.584,373482.0449,305.7359,13,"2b","WT13_C5_16cc","WT","image_014_masked.tif",13,"continuous",32,61092,211.6421,21934268,359.0367
"WT13_C6_16cc","Raw_yWT_imagesforQuant.lif - WT13_13_C3_C4_AllCysts.csv","image_014.tif","WT","16cc",1,0,0,"Continuous, loaded",139.714,20,"Raw_yWT_imagesforQuant.lif - WT13_C4.tif",20,1163.671,338867.489,291.2056,13,"2b","WT13_C6_16cc","WT","image_014_masked.tif",13,"continuous",20,48006,166.308,10601828,220.8438
"WT13_C7_16cc","Raw_yWT_imagesforQuant.lif - WT13_13_C3_C4_AllCysts.csv","image_014.tif","WT","16cc",1,0,0,"Discontinuous, loaded",175.4649,31,"Raw_yWT_imagesforQuant.lif - WT13_C4.tif",31,1882.0803,391308.8907,207.913,13,"3","WT13_C7_16cc","WT","image_014_masked.tif",13,"continuous",31,46764,162.0053,8501627,181.7985
"WT13_CB","Raw_yWT_imagesforQuant.lif - WT13_13_C3_C4_AllCysts.csv","image_014.tif","WT","CB",0,0,0,"No foci",124.9725,15,"Raw_yWT_imagesforQuant.lif - WT13_C4.tif",15,304.3992,42758.3582,140.4681,13,NA,"WT13_CB","WT","image_014_masked.tif",13,"none",NA,NA,NA,NA,NA
"WT13_GSC1","Raw_yWT_imagesforQuant.lif - WT13_13_C3_C4_AllCysts.csv","image_014.tif","WT","GSC",0,0,0,"No foci",86.3255,11,"Raw_yWT_imagesforQuant.lif - WT13_C4.tif",11,242.4294,20694.5763,85.3633,13,NA,"WT13_GSC1","WT","image_014_masked.tif",13,"none",NA,NA,NA,NA,NA
"WT13_GSC2","Raw_yWT_imagesforQuant.lif - WT13_13_C3_C4_AllCysts.csv","image_014.tif","WT","GSC",0,0,0,"No foci",104.8487,11,"Raw_yWT_imagesforQuant.lif - WT13_C4.tif",11,246.0116,20649.2492,83.9361,13,NA,"WT13_GSC2","WT","image_014_masked.tif",13,"none",NA,NA,NA,NA,NA
"WT13_GSC3","Raw_yWT_imagesforQuant.lif - WT13_13_C3_C4_AllCysts.csv","image_014.tif","WT","GSC",0,0,0,"No foci",85.3413,13,"Raw_yWT_imagesforQuant.lif - WT13_C4.tif",13,344.0309,29796.8894,86.6111,13,NA,"WT13_GSC3","WT","image_014_masked.tif",13,"none",NA,NA,NA,NA,NA
"WT12_C1_4cc","Raw_yWT_imagesforQuant.lif - WT12_12_C3_C4_AllCysts.csv","image_013.tif","WT","4cc",0,0,0,"Foci",132.5037,13,"Raw_yWT_imagesforQuant.lif - WT12_C4.tif",13,252.1965,42471.8282,168.4077,12,NA,"WT12_C1_4cc","WT","image_013_masked.tif",12,"none",NA,NA,NA,NA,NA
